text,labels
time 2021-03-24T17:30:04Z author MEMBER repo 3drepo/3drepo.io title return user to the teamspace view screen if they do not have permissions to access a model body function report template delete as appropriate label this issue as bug description if the user tries to enter a model where they have no permissions there should be a single warning message indicating that they do not have access rights then redirect them back to the teamspace view. this used to work once upon a time... steps to replicate open a link to a model which you do not have access current behaviour you will get spammed by loads of network failures eventually seeing a blank viewer window expected behaviour there should be 1 single message to tell you you have insufficient permission to access the model and upon clicking on confirm redirect you to the teamspace listing.,0
time 2021-04-09T07:09:33Z author NONE repo 3drepo/3drepo.io title can't delete a long list of groups. throws a network error message body function report template delete as appropriate label this issue as bug description brief description of the bug i have a long list of groups in my model. i have decided to clean it up and utilise the delete all functionality. when i press on the delete all button i get a network error message every single time. this is happening in prod this requires a hotfix to production no steps to replicate open this model structure https www.3drepo.io viewer bogdan_d 6dba85c6 58d5 4407 9c48 0a7ed744a1eb open the groups card click on the delete all button current behaviour fails. network error expected behaviour delete all of the groups pictures gifs of the error image https user images.githubusercontent.com 19904513 114142458 e07dde00 990a 11eb 9c9b 9f4ba669329e.png,0
time 2021-04-14T10:23:20Z author NONE repo 3drepo/3drepo.io title 4d sequence playback not loading elements correctly body function report template delete as appropriate label this issue as bug description brief description of the bug playback of a 4d sequence doesn't appear to show hide the correct elements this is happening in prod this requires a hotfix to production no needs to be fixed for next release this should always be a no unless you have product manager's approval steps to replicate open this model 4d example https www.3drepo.io viewer anorrie b4ef43b0 566f 11eb bc6a 2f1fcc287e6a open the sequence first frame looks like this image https www.dropbox.com home 3d 20repo 20team 20folder support 20team github 20issues images?preview sisk 4d issue 1.png open up the first frame json object using the api here https api1.www.3drepo.io api anorrie b4ef43b0 566f 11eb bc6a 2f1fcc287e6a revision lat_jss_00_zz_vs_w_0007 sequences 27816138 0923 4004 a0d5 e1794e07b79b state a4c646e7 5c06 404e 870d 01eaa30d9cef i have set up groups in the model to represent the equivalent sections of the sequence frame see group hidden elements screenshot here https www.dropbox.com home 3d 20repo 20team 20folder support 20team github,0
time 2021-04-14T10:43:08Z author NONE repo 3drepo/3drepo.io title 4d sequence playback based on frames can crash body function report template delete as appropriate label this issue as bug description brief description of the bug when playing back a 4d sequence based on frames it can suddenly stop displaying the model. also loading times between frames is slow no prefetching? this is happening in staging note if this only happens on a issue .dev.3drepo.io you should be posting this bug on the respective pr this requires a hotfix to production no fix for next release this should always be a no unless you have product manager's approval steps to replicate open this model https staging.dev.3drepo.io viewer andrew e11a4930 9c38 11eb 86ad 4bacbc759634 you may need to clear your cache if you've already opened the model before open the sequence select playback via frames play through the sequence notice the first few frames don't load this may be a separate issue around 27 9 2021 the model disappears see video below going to the same date in day playback does not produce the error sometimes the following icon appears,0
time 2021-04-27T14:06:29Z author MEMBER repo 3drepo/3drepo.io title legend bugs body bug list template delete as appropriate bugs x legend window can only be resized at the corner https github.com 3drepo 3drepo.io issues 2580 issuecomment 827635954 x colour does not update if you try to change it before the entry is saved https github.com 3drepo 3drepo.io issues 2580 issuecomment 827637332 end of function report template,0
time 2021-04-30T10:48:02Z author NONE repo 3drepo/3drepo.io title cannot assign invited user to project with no model processed body function report template delete as appropriate label this issue as bug description brief description of the bug when adding inviting a new user to 3d repo and assigning them as a project admin there is an error if the project has not finished processing its first model this is happening in both note if this only happens on a issue .dev.3drepo.io you should be posting this bug on the respective pr this requires a hotfix to production no this should always be a no unless you have product manager's approval steps to replicate create a new project with no models in add a new user to your teamspace who does not already exist in 3d repo add permissions on the invite screen add project admin permissions to the previously created project submit get the below error pictures gifs of the error image https user images.githubusercontent.com 62879582 116685140 caaf8600 a9a9 11eb 8a6a 5443c30d355e.png,0
time 2021-05-10T09:49:15Z author MEMBER repo 3drepo/3drepo.io title model not loading body function report template delete as appropriate label this issue as bug description models are stuck on loading tree steps to replicate just open any model on staging current behaviour stuck on loading tree expected behaviour model should load,0
time 2021-05-10T09:56:08Z author MEMBER repo 3drepo/3drepo.io title model not loading 2 body function report template delete as appropriate label this issue as bug description the fix for issue has introduced a bug where models are not loading it's stuck on loading tree image https user images.githubusercontent.com 11945337 117641505 21714880 b17e 11eb 85d1 cbaef30453bb.png upon close inspection this yield is not returning image https user images.githubusercontent.com 11945337 117641552 3057fb00 b17e 11eb 9d5b c586a64b7111.png a temporary fix has been applied via issue to reinstate modelactions.fetchsettings . but obviously it's not ideal to be fetching model settings multiple times. this issue should be addressing it and fixing it properly.,0
time 2021-05-12T10:57:11Z author MEMBER repo 3drepo/3drepo.io title risk schema validation broke the plugin body function report template delete as appropriate label this issue as bug description issue introduced a risk schema for validation. this has broke the plugin as c has to send in a lot of junk e.g. null field on id at creation . we need to tweak this to make it more c friendly. steps to replicate send a request to create a risk with the following payload json _id null owner null created 0 account null model null thumbnail null name untitled risk creator_role null assigned_roles desc resources comments viewpoint screenshot ivborw0kggoaaaansuheugaabjyaaamwcayaaacdqvkeaaaaaxnsr0iars4c6qaaaarnqu1baacxjwv8yquaaaajcehzcwaaenqaabj0ad5mh3gaap lsurbvhhe7p33mzrxeeh7n3 l e398vxne28w2nsicakqqqirowwsqhqscikyhi0ngiondcbygdfzbgkjlhmaeuq22ecisdn2pufs dbb96p1v9216l6vurqna p7x9fnemz6znq6e0y8j9fxq9b 8f 5 6fbqaaaaaaaaaawbiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaaaaaaaawgiqngaaaabstg68zwuaaacaiqgbaaaaagy3dlyvbqaaaiauha0aaaaasxo73n0aaaaaqa5hawaaambspo53xwaaaadgiwwaaaaame3f lfz745vtce7pwaaaabietyaaaaazkjv ut59xqpoxj38dbjdxe fukuegtzvpsfaaaaaiuwaqaaagbtffnfx3pp8d ov6d4yng7i4cev6v49qvukh52exedaaaawhiedqaaaabr65pfo eemmwcubt4ylg7i4eeukv49qslbnxzppyso nnncf7hgaaaaagcbsaaaaa1pab 3l2vcwvvese4r pzaio313u1rjwrulhf99z malha0aaaaa4xa2aaaaakyla37tnhvjzajuti5dve7w i3l lah430vaaaaacbsaaaaafhlbv7li 8tl0n1xn0zkjk0pfyg6ui7i4dfkmhjjvjz7fg fwaaaaaqngaaaacsjteny1cf3rrxmlqx3vxu1jcxofrvv91e nblb4 v1en9pwaaaad7jbabaaaayllc f8vurd9gark0hc7w o3xnz78vuvigwaaaaa6efyaaaaadbzbuxlqmkh4feyvhpoelgm1evl2nddgic5yupg 74aaaaa9hdhawaaambkuakuq3w xoyqf2j4f5fdghi2xnlbvku53vcfaaaasl8igwaaaaamy03jmlthzgwonepd5tjudrfgi1 tdhze9wyaaacwnwgbaaaaacbjzf vxobkhhp sx9o emvtghj1vhwpd73bwaaalcfcbsaaaaajsln 2wo8oegp lvtxwpfo2txaner9waaaaa4cnsaaaaajgkn 9fl0n1plwmve7qcjn00hdzrfeocruvj2waaaaa8be2aaaaaeysm187917nmlt5q8n1hig7nsrsvo7w4tgedqaaaaazha0aaaaak smcrmqnkpdg5ehek28djutnxs8xweaaabgvxa2aaaaaeysg70m1uoty1djoeg mvygssfu1ta5 u23xlfq8r4haaaagp1c2aaaaaawite judrvjehkg8n92bioeesnh7zlpvje v4jwmaaadafifsaaaaabgtn792bvsyvn40dmu8snzr3byodderqhhym9thq8z7paaaaad2b2edaaaawgh985bjd4c h3zro2x0hrquu 7wwhkryqmaaabae2edaaaawghdri5d9bcl7ozv1zo7djxoyw sd2uc8tavt3e5kgaaaaa1wgyaaaca0fpgz9dww0brmls3ti5d9rgjgxi1fpcdgwaaaacacbsaaaaaruubedyuvkt42mvo2dc7ncjlqezuelts1ui4djwo95gaaaaa7afcbgaaaidr kyodn yhxcvd3fcho4egq7z6dfc0rgmlc6pv3dtfkse7zebaaaa2a edqaaaacjdrk5opzhlztdhndoue4ig yyvdqn v5nxwpf3owb3mmcaaaasb8igwaaaabggzjyvkyanntcbo1x290atzyuq6ujuzuek2hjhyqnaaaaacxcbgaaaidrhox3cliohhquyy9dpxpk224uw8bb22fdxntcaaaaaa4 wgyaaaca0xlzkcn3x7ck9 bwhbkmlc6jx292a5iwcaqejxgzqscrngaaaabeha0aaabgyxz5hnk0dhtdb4fbkctqhd0ab3j2a8tlud3untcwj dg nh2 o9ttvijfd5aaaaaozb2aaaaab2ynknety6ztfqezts1oihhuuc8rs3ny5djbs1jgyso97rva6u8t4faaaawpoigwaaamcw7mm85fgdnnjjw4zehkrnmw 9oysnvstqbwq8n1uxien9hqaaaidpcbsaaadadjhyhjogbog86nvxt4yjg6di2eguq6xz hetv2tjjhn7c7efdwaaagb9ha0aaacgwy7olr8 ceby0xc2hve77ctq6tzmlevudxszkh2jgo wxul0959q7ylnk7hskvj w4baaaamiawaqaagl22a5mghf2vm4ceh7zj41gvvtwedz3hvpmw1mwodb73bzegshgahi33tmpguls23u8jaaaagh6edqaaaoydgxpvsx2pcvpq43fft7phlkolc7jeddmtys5dpsohhj9ew8a7byiesebygoigxvsdbqaaajbh2aaaamde2or4i shvd887mluuphi19zqh414gsodov8jha1zgapnh40 mx7v9xyaaabae2edaaaah9664y1w76sh87cl sogzslvuqvxgsodov jcri2kstqpegpmmfdxnucm7dn8x6paqaaajqigwaaadi0po63qi15fvyf8er68ha5odyejxgzkp3h n55cpjj3nmtuqzvwywngxzv9xoaaadyd4qnaaaahdqbgg be5 mny myumodn 0g8uwyufo1whhqy9djwejcxkqhe xzmuxxvsdbwaaapyzyqmaaachypb5 v fkf720rpfvr8pf66nlmanx3eyzt2p1rdx5jpsncohh tudxo rrgm1bvrqphe934xvlwo93jnmod49335x5wolv3aieli9x0p7 en9 soaaaa7cpcbgaaaa6fvvmdt50oxvmje8urpn6in2x4hoz3dyffncmhhz 6dbcwj7 xjhpyvsapv5eedxo hoxchuqjf7zyj5sng3ood 9cxoanc997vdjxnupfsxf1rw7v9x8aaadyj4qnaaaalf7xvoozj4pxffre2mejnxs8r12aoucodi drhk15obwov,0
time 2021-05-13T15:49:45Z author CONTRIBUTOR repo 3drepo/3drepo.io title sequence migration problems body description when running the dry run for migrating sequences activities and removing old activities files it fails. this is happening in staging this requires a hotfix to production no steps to replicate run scripts db_migrations v4.16 fixsequencesactivities.py with dryrun true run scripts db_migrations v4.16 removeoldactivitiesfiles.py with dryrun true,0
time 2021-05-24T16:12:18Z author NONE repo 3drepo/3drepo.io title safetibase pins don't load after save body function report template delete as appropriate label this issue as bug description brief description of the bug when adding a pin to a safetibase risk it is not immediately visible until the model is reloaded this is happening in prod staging both note if this only happens on a issue .dev.3drepo.io you should be posting this bug on the respective pr this requires a hotfix to production fix before next release steps to replicate open any model create a new risk add a pin to the risk save the risk notice the pin disappears reload the page pin is back current behaviour pin isn't shown after risk is saved expected behaviour pin should remain visible after risk is saved pictures gifs of the error pin load https user images.githubusercontent.com 62879582 119375394 ab5afe80 bcb2 11eb 9738 7ce15a307c94.gif,0
time 2019-05-22T15:35:52Z author MEMBER repo 3drepo/3drepobouncer title minor logging issue body i've noticed that the log files generated by the 3drepobouncer are in a mixed format of what looks like 24 hour clock but is actually using the 12 hour clock on the hour. the log filename is 03 but internally the log file has 15 00 00 correctly. bouncer ip 10 0 1 19 cat efs queue 50a0ea60 7ca2 11e9 b380 a5c08b4aa19d 22 05 2019_ 03 h00m20_0.log 2019 05 22 15 00 20 0x00007f8032b6f740 info log file registered efs queue 50a0ea60 7ca2 11e9 b380 a5c08b4aa19d 2019 05 22 15 00 20 0x00007f8032b6f740 info operation import 2019 05 22 15 00 20 0x00007f8032b6f740 info arg 1 f 2019 05 22 15 00 20 0x00007f8032b6f740 info arg 2 efs queue 50a0ea60 7ca2 11e9 b380 a5c08b4aa19d.json if you run 3drepobouncerclient outside of bouncer_worker then the log file uses 12 hour.,0
time 2020-09-17T09:44:55Z author MEMBER repo 3drepo/3drepobouncer title coverall stopped working body covering has been reporting 0 code coverage for a while now. we need to figure out what the issue is there,0
time 2021-02-01T12:36:03Z author MEMBER repo 3drepo/3drepobouncer title unhandled promise rejection in message decoder body function report template delete as appropriate label this issue as bug description messages can get stuck in the queue if for some reason bouncer_worker cannot find the instruction json. image https user images.githubusercontent.com 11945337 106459584 f80f9500 6489 11eb 9164 b874f3d33071.png we need to catch it and return error message goals x should fail at init if shared_dir doesn't eixst x if .json doesn't exist it should catch the error gracefully and return an error message back on callbackq x on exitafter mode the process should wait for the predefined time limit for a new task before exiting tasks x at init check if shared_dir exists as part of the health test x catch promise rejection from message decoder send apprioriate error message back to callbackq also extra requests x on exit after n task mode introduce a timer to wait for tasks before exiting.,0
time 2021-02-08T10:35:31Z author CONTRIBUTOR repo 3drepo/3drepobouncer title texture coordinates not considered by geometrycollector when matching vertices body in the geometrycollector addface method the geometrycollector will generate face indices by matching the face vertices to existing ones based on their content. this method takes uv coordinates as arguments but only considers position and normal attributes when matching. this creates the possibility that two or more vertices with different uvs but the same position normals degenerate to one of them and the uv coordinates of the others are lost. in practice this is very unlikely because two vertices with the same position and normals but different uvs would mean a uv seam on a planar surface which would be a very odd choice when unwrapping uvs either automatically or manually.,0
time 2021-02-09T10:51:55Z author MEMBER repo 3drepo/3drepobouncer title toy federation normal groups are not importing the object array body function report template delete as appropriate label this issue as bug description the federation in sample project has a series of groups only the smart groups are working. the normal groups are getting imported with an empty object array. models seems to have imported fine however. steps to replicate sign up as a new user go into the sample project federation current behaviour try to click on any of the non smart groups they don't highlight anything expected behaviour they should highlight objects as intended,0
time 2021-02-24T14:36:56Z author MEMBER repo 3drepo/3drepobouncer title bouncer worker crashes when spawn returns a retval of null body function report template delete as appropriate label this issue as bug description when a file crashes out in the model of 3drepobouncerclient it seems like sometimes spawn is returning a err code of null which is never expected in the codebase thus it breaks the application.,0
time 2021-03-30T09:53:05Z author MEMBER repo 3drepo/3drepobouncer title geometry collector no longer compiles in vc14 body function report template delete as appropriate label this issue as bug description it appears to be struggling with the operator overloading with boost_optional struggling to auto cast false to boost optional,0
time 2020-06-12T14:06:35Z author MEMBER repo 3drepo/PlanBase title add dockerfile configuration for deployment body nan,1
time 2018-11-14T00:06:18Z author CONTRIBUTOR repo 3dw/auto20 title very slow on facebook mobile browser body very slow on facebook mobile browser,0
time 2020-12-25T07:08:12Z author CONTRIBUTOR repo 3dw/auto20 title htmlhighlightedtext body v html,0
time 2021-03-02T14:26:17Z author CONTRIBUTOR repo 3k1l/seongwon_algorithm title bj 2667 change_condition body it didn't work well in this condition if 0 nx n 0 ny n in this condition it detected negative numbers. cnt 1 x 0 y 1 cnt 2 x 0 y 2 _cnt 3 x 1 y 2 _ cnt 4 x 1 y 2 cnt 5 x 1 y 1 cnt 6 x 2 y 1 cnt 7 x 2 y 0 cnt 8 x 2 y 2 but it's working well in this condition. if 0 nx nx n 0 ny ny n cnt 1 x 0 y 1 cnt 2 x 0 y 2 cnt 3 x 1 y 2 cnt 4 x 1 y 1 cnt 5 x 2 y 1 cnt 6 x 2 y 0 cnt 7 x 2 y 2,0
time 2020-12-21T14:52:05Z author OWNER repo 3l-d1abl0/DurationCheck title add support for other media format body it currently only tracks mp4 ts avi media files. next step of enhancement should extract info from all media types,1
time 2020-09-10T08:05:54Z author NONE repo 3liz/QgisCadastrePlugin title import donnes cadastre 2019 anne 2020 doublons body import donnes cadastre 2019 arrt la cration de la table parcelle_info bonjour lors de l'import des donnes edigeo et majic 2019 le programme s'arrte la cration de la table parcelle_info. en lanant la cration de la table depuis pgadmin avec edigeo_create_table_parcelle_info_majic.sql c'est la commande alter table cadastre_2020.parcelle_info add constraint parcelle_info_pk primary key ogc_fid qui ne peut pas s'excuter car il y a des doublons. aprs recherche il s'agit principalement de doublons sur les communes nouvelles ex pour la commune nouvelle de beaufort orbagna un enregistrement avec beaufort et un deuxime identique avec beaufort orbagna ce qui est trange galement c'est que lenregistrement dans le champ nomcommune comporte le nom de la commune suivi de blanc par exemple pour la commune de beaufort par ex le champ saisi est beaufort suivi de 10 blancs 'beaufort ' environnement os windows 10 version de qgis 3.10 version du plugin 1.9.0 bonne journe. cordialement.,0
time 2020-11-09T14:41:18Z author CONTRIBUTOR repo 3liz/QgisCadastrePlugin title proprits baties non baties sparateur espace dans l'adresse body bonjour description du bug il semble que l'adresse ne contienne pas de sparateur espace entre le type de voie et la voie. ici un exemple avec rue tante yvonne qui est affiche comme ruetante yvonne image https user images.githubusercontent.com 16317988 98554881 887e7500 22a1 11eb 96cb 93a604450715.png reproduire le bug 1. rechercher un propritaire 2. exporter et observer le relev de proprit rfrences techniques construction de l'adresse bties https github.com 3liz qgiscadastreplugin blob master cadastre templates proprietes_baties_line.tpl.sql l5 construction de l'adresse non bties https github.com 3liz qgiscadastreplugin blob master cadastre templates proprietes_non_baties_line.tpl.sql l5 environnement os windows version de qgis 3.10 version du plugin 1.10.0,0
time 2020-04-15T13:34:08Z author NONE repo 3liz/QuickOSM title bug in generate quey with an geocodearea name body bug when you try to generate a query. for example go to quickquery. in key choose highway for example and in in choose roubaix. then click on show query button. the query is shown in html. if you click on genarate query button th plugin crashes with the following message 2020 04 15t15 23 37 warning traceback most recent call last file c users patrick.palmier appdata roaming qgis qgis3 profiles default python plugins quickosm ui query_panel.py line 127 in generate_query bbox function attributeerror 'dialog' object has no attribute 'get_bounding_box' environment please complete the following information quickosm version 1.14.2 qgis version 3.12.1 os win10,0
time 2020-04-20T13:53:15Z author MEMBER repo 3liz/QuickOSM title icons are missing from default actions body what is the bug? icons are missing from default actions environment please complete the following information quickosm version latest qgis version 3.4 3.10 os ubuntu,0
time 2020-06-05T19:30:31Z author NONE repo 3liz/QuickOSM title unable to get city list from quickosm on some countries body what is the bug? a clear and concise description of what the bug is. tickets not following this template might be closed. include some logs here in qgis logs panel bottom right icon the small bubbles in the quickosm tab. 2020 06 05t15 12 59 critical error in the logs in the quickosm panel copy paste it and please report it to github my current value for each parameter are key place values city in thailand also tried layter extent it works perfectly fine except for thailand. please help me out thanks environment please complete the following information quickosm version 1.14.2 qgis version 3.10.3 a corua os ios please let me know id i'm missing any infomation,0
time 2020-09-18T15:13:33Z author MEMBER repo 3liz/QuickOSM title check i18n folders after the migration to qgis plugin ci body what is the bug? check i18n folders after the migration to qgis plugin ci. there are 2 folders in the repository.,0
time 2020-11-02T16:36:53Z author NONE repo 3liz/QuickOSM title critical error using quickosm body what is the bug? i try to run quickosm but it fails everytime. for example i try to run quickosm with key highway and value motorway in amsterdam but it crashes with a critical error. i am quite new with qgis and can't figure out why it doesn't work. include some logs here in qgis logs panel bottom right icon the small bubbles in the quickosm tab. 2020 11 02t16 44 07 info all osm objects with the key 'amenity' 'bar' in breda are going to be downloaded. 2020 11 02t16 44 07 info query amenity_bar_breda 2020 11 02t16 44 07 info request completed 2020 11 02t16 44 07 info encoded url https lz4.overpass api.de api interpreter?data 3cosm script output 3d 22xml 22 timeout 3d 2225 22 3e 0a 3cid query ref 3d 223600297129 22 type 3d 22area 22 into 3d 22area_0 22 3e 0a 3cunion 3e 0a 3cquery type 3d 22node 22 3e 0a 3chas kv k 3d 22amenity 22 v 3d 22bar 22 3e 0a 3carea query from,0
time 2021-02-01T07:50:59Z author NONE repo 3liz/QuickOSM title error not attribute 'get_bounding_box' when generating a request body what is the bug? when i want to generate this request timeout 2500 maxsize 2000000000 area admin_level '6' ref '90' .area rel pivot.area .rel node highway area.area node highway r.rel way highway area.area way highway r.rel rel highway area.area rel highway r.rel ._ out i got this error message attributeerror 'dialog' object has no attribute 'get_bounding_box' environment please complete the following information quickosm version 1.14.3 qgis version 3.16.3 os windows 10 x86,0
time 2021-02-17T08:39:28Z author NONE repo 3liz/QuickOSM title illegal multibyte sequence body what is the bug? this seems to happen when the file contain chinese characters 2021 02 17t15 50 35 info request completed 2021 02 17t15 50 35 info checking osm file content c users qinjie appdata local temp request noygms.osm 2021 02 17t15 50 35 critical a critical error occurred this is the traceback 2021 02 17t15 50 35 critical 2021 02 17t15 50 35 critical base_processing_panel.py 2021 02 17t15 50 35 critical 'gbk' codec can't decode byte 0x80 in position 2508 illegal multibyte sequence 2021 02 17t15 50 35 critical file c users qinjie appdata roaming qgis qgis3 profiles default python plugins quickosm ui base_processing_panel.py line 36 in run function file c users qinjie appdata roaming qgis qgis3 profiles default python plugins quickosm ui quick_query_panel.py line 155 in _run num_layers process_quick_query file c users qinjie appdata roaming qgis qgis3 profiles default python plugins quickosm core process.py line 245 in process_quick_query return process_query file c users qinjie appdata roaming qgis qgis3 profiles default python plugins quickosm core process.py line 191,0
